NAICS_Code,Year,Month,Total_Sales
722511,2014,Sep,19917
441,2018,Oct,99487
"4411,4412",2018,Oct,91224
4411,2018,Oct,85968
44111,2018,Oct,77033
44112,2018,Oct,8935
4413,2018,Oct,8263
"442,443",2018,Oct,17553
442,2018,Oct,9693
4421,2018,Oct,5229
4422,2018,Oct,4464
442299,2018,Oct,2435
443,2018,Oct,7860
443141,2018,Oct,1421
443142,2018,Oct,6439
444,2018,Oct,33344
4441,2018,Oct,29663
44412,2018,Oct,1143
44413,2018,Oct,2321
445,2018,Oct,63038
4451,2018,Oct,56372
44511,2018,Oct,54068
4453,2018,Oct,4786
446,2018,Oct,29981
44611,2018,Oct,25275
447,2018,Oct,46609
448,2018,Oct,21473
4481,2018,Oct,15968
44811,2018,Oct,778
44812,2018,Oct,3412
44814,2018,Oct,8916
44819,2018,Oct,1332
4482,2018,Oct,2878
44831,2018,Oct,2406
451,2018,Oct,5897
45111,2018,Oct,3061
45112,2018,Oct,1133
451211,2018,Oct,722
452,2018,Oct,57558
4521,2018,Oct,11102
452111,2018,Oct,3595
452112,2018,Oct,7507
4529,2018,Oct,46456
45291,2018,Oct,39474
45299,2018,Oct,6982
453,2018,Oct,11614
4532,2018,Oct,3140
45321,2018,Oct,913
45322,2018,Oct,2227
45330,2018,Oct,1619
454,2018,Oct,57717
4541,2018,Oct,50575
45431,2018,Oct,2718
722,2018,Oct,62089
7225,2018,Oct,53005
722511,2018,Oct,25941
441,2017,Oct,96494
"4411,4412",2017,Oct,88775
4411,2017,Oct,83662
44111,2017,Oct,74667
44112,2017,Oct,8995
4413,2017,Oct,7719
"442,443",2017,Oct,17213
442,2017,Oct,9494
4421,2017,Oct,4965
4422,2017,Oct,4529
442299,2017,Oct,2354
443,2017,Oct,7719
443141,2017,Oct,1342
443142,2017,Oct,6377
444,2017,Oct,31081
4441,2017,Oct,27835
44412,2017,Oct,1064
44413,2017,Oct,2192
445,2017,Oct,60649
4451,2017,Oct,54293
44511,2017,Oct,51847
4453,2017,Oct,4565
446,2017,Oct,28509
44611,2017,Oct,24085
447,2017,Oct,40035
448,2017,Oct,20307
4481,2017,Oct,15258
44811,2017,Oct,678
44812,2017,Oct,3208
44814,2017,Oct,8591
44819,2017,Oct,1291
4482,2017,Oct,2583
44831,2017,Oct,2249
451,2017,Oct,6384
45111,2017,Oct,3332
45112,2017,Oct,1419
451211,2017,Oct,669
452,2017,Oct,55815
4521,2017,Oct,11039
452111,2017,Oct,3733
452112,2017,Oct,7306
4529,2017,Oct,44776
45291,2017,Oct,38311
45299,2017,Oct,6465
453,2017,Oct,10883
4532,2017,Oct,2811
45321,2017,Oct,972
45322,2017,Oct,1839
45330,2017,Oct,1719
454,2017,Oct,51147
4541,2017,Oct,44787
45431,2017,Oct,2026
722,2017,Oct,58408
7224,2017,Oct,2372
7225,2017,Oct,49946
722511,2017,Oct,23896
441,2016,Oct,92173
"4411,4412",2016,Oct,84561
4411,2016,Oct,79668
44111,2016,Oct,70907
44112,2016,Oct,8761
4413,2016,Oct,7612
"442,443",2016,Oct,16538
442,2016,Oct,9048
4421,2016,Oct,4781
4422,2016,Oct,4267
44221,2016,Oct,1742
442299,2016,Oct,2354
443,2016,Oct,7490
443141,2016,Oct,1368
443142,2016,Oct,6122
444,2016,Oct,28561
4441,2016,Oct,25435
44412,2016,Oct,989
44413,2016,Oct,1986
445,2016,Oct,58430
4451,2016,Oct,52247
44511,2016,Oct,49971
4453,2016,Oct,4428
446,2016,Oct,26372
44611,2016,Oct,22109
447,2016,Oct,37243
448,2016,Oct,20500
4481,2016,Oct,15454
44811,2016,Oct,690
44812,2016,Oct,3281
44814,2016,Oct,8684
44819,2016,Oct,1295
4482,2016,Oct,2700
44831,2016,Oct,2131
451,2016,Oct,6317
45111,2016,Oct,3340
45112,2016,Oct,1423
451211,2016,Oct,686
452,2016,Oct,55157
4521,2016,Oct,11782
452111,2016,Oct,4057
452112,2016,Oct,7725
4529,2016,Oct,43375
45291,2016,Oct,37326
45299,2016,Oct,6049
453,2016,Oct,10652
4532,2016,Oct,2790
45321,2016,Oct,1008
45322,2016,Oct,1782
45330,2016,Oct,1635
454,2016,Oct,45411
4541,2016,Oct,39491
45431,2016,Oct,1819
722,2016,Oct,55734
7224,2016,Oct,2248
7225,2016,Oct,47734
722511,2016,Oct,23278
441,2015,Oct,90400
"4411,4412",2015,Oct,82592
4411,2015,Oct,77759
44111,2015,Oct,69848
44112,2015,Oct,7911
4413,2015,Oct,7808
"442,443",2015,Oct,17195
442,2015,Oct,9108
4421,2015,Oct,4907
4422,2015,Oct,4201
44221,2015,Oct,1740
442299,2015,Oct,2323
443,2015,Oct,8087
443141,2015,Oct,1383
443142,2015,Oct,6704
444,2015,Oct,28374
4441,2015,Oct,24983
44412,2015,Oct,964
44413,2015,Oct,1998
445,2015,Oct,57575
4451,2015,Oct,51595
44511,2015,Oct,49472
4453,2015,Oct,4273
446,2015,Oct,26791
44611,2015,Oct,22625
447,2015,Oct,37020
448,2015,Oct,20637
4481,2015,Oct,15564
44811,2015,Oct,744
44812,2015,Oct,3454
44814,2015,Oct,8592
44819,2015,Oct,1298
4482,2015,Oct,2705
44831,2015,Oct,2166
451,2015,Oct,6480
45111,2015,Oct,3422
45112,2015,Oct,1427
451211,2015,Oct,720
452,2015,Oct,55762
4521,2015,Oct,12933
452111,2015,Oct,4538
452112,2015,Oct,8395
4529,2015,Oct,42829
45291,2015,Oct,36929
45299,2015,Oct,5900
453,2015,Oct,10356
4532,2015,Oct,3043
45321,2015,Oct,1148
45322,2015,Oct,1895
45330,2015,Oct,1613
454,2015,Oct,41955
4541,2015,Oct,35856
45431,2015,Oct,2078
722,2015,Oct,54048
7224,2015,Oct,1968
7225,2015,Oct,46417
722511,2015,Oct,23059
441,2014,Oct,84334
"4411,4412",2014,Oct,76801
4411,2014,Oct,72434
44111,2014,Oct,64501
44112,2014,Oct,7933
4413,2014,Oct,7533
"442,443",2014,Oct,16702
442,2014,Oct,8441
4421,2014,Oct,4483
4422,2014,Oct,3958
44221,2014,Oct,1648
442299,2014,Oct,2184
443,2014,Oct,8261
443141,2014,Oct,1449
443142,2014,Oct,6812
444,2014,Oct,27795
4441,2014,Oct,24455
44412,2014,Oct,954
44413,2014,Oct,2023
445,2014,Oct,56800
4451,2014,Oct,50995
44511,2014,Oct,48809
4453,2014,Oct,4090
446,2014,Oct,25719
44611,2014,Oct,21676
447,2014,Oct,45437
448,2014,Oct,20220
4481,2014,Oct,15248
44811,2014,Oct,757
44812,2014,Oct,3484
44814,2014,Oct,8324
44819,2014,Oct,1153
4482,2014,Oct,2553
44831,2014,Oct,2229
451,2014,Oct,6441
45111,2014,Oct,3403
45112,2014,Oct,1356
451211,2014,Oct,726
452,2014,Oct,54676
4521,2014,Oct,13144
452111,2014,Oct,4650
452112,2014,Oct,8494
4529,2014,Oct,41532
45291,2014,Oct,35927
45299,2014,Oct,5605
453,2014,Oct,10555
4532,2014,Oct,3218
45321,2014,Oct,1248
45322,2014,Oct,1970
45330,2014,Oct,1523
454,2014,Oct,39643
4541,2014,Oct,32870
45431,2014,Oct,2694
722,2014,Oct,50135
7224,2014,Oct,1913
7225,2014,Oct,42980
722511,2014,Oct,21302
441,2018,Nov,95799
"4411,4412",2018,Nov,88071
4411,2018,Nov,83384
44111,2018,Nov,74948
44112,2018,Nov,8436
4413,2018,Nov,7728
"442,443",2018,Nov,20938
442,2018,Nov,10550
4421,2018,Nov,5530
4422,2018,Nov,5020
442299,2018,Nov,3173
443,2018,Nov,10388
443141,2018,Nov,1552
443142,2018,Nov,8836
444,2018,Nov,30658
4441,2018,Nov,27444
44412,2018,Nov,931
44413,2018,Nov,2194
445,2018,Nov,64068
4451,2018,Nov,56922
44511,2018,Nov,54762
4453,2018,Nov,5181
446,2018,Nov,29389
44611,2018,Nov,24226
447,2018,Nov,41673
448,2018,Nov,25831
4481,2018,Nov,19295
44811,2018,Nov,851
44812,2018,Nov,4055
44814,2018,Nov,10847
44819,2018,Nov,1694
4482,2018,Nov,3409
44831,2018,Nov,2861
451,2018,Nov,7078
45111,2018,Nov,3542
45112,2018,Nov,1769
451211,2018,Nov,752
452,2018,Nov,66046
4521,2018,Nov,14646
452111,2018,Nov,5148
452112,2018,Nov,9498
4529,2018,Nov,51400
45291,2018,Nov,43478
45299,2018,Nov,7922
453,2018,Nov,11356
4532,2018,Nov,2540
45321,2018,Nov,924
45322,2018,Nov,1616
45330,2018,Nov,1588
454,2018,Nov,70567
4541,2018,Nov,62847
45431,2018,Nov,3203
722,2018,Nov,59401
7225,2018,Nov,51090
722511,2018,Nov,25053
441,2017,Nov,93956
"4411,4412",2017,Nov,86418
4411,2017,Nov,82065
44111,2017,Nov,73601
44112,2017,Nov,8464
4413,2017,Nov,7538
"442,443",2017,Nov,21023
442,2017,Nov,10536
4421,2017,Nov,5386
4422,2017,Nov,5150
442299,2017,Nov,3061
443,2017,Nov,10487
443141,2017,Nov,1495
443142,2017,Nov,8992
444,2017,Nov,30477
4441,2017,Nov,27158
44412,2017,Nov,917
44413,2017,Nov,2090
445,2017,Nov,62032
4451,2017,Nov,55239
44511,2017,Nov,52936
4453,2017,Nov,4878
446,2017,Nov,28087
44611,2017,Nov,23314
447,2017,Nov,38512
448,2017,Nov,24438
4481,2017,Nov,18336
44811,2017,Nov,721
44812,2017,Nov,3675
44814,2017,Nov,10593
44819,2017,Nov,1511
4482,2017,Nov,3005
44831,2017,Nov,2834
451,2017,Nov,7801
45111,2017,Nov,3910
45112,2017,Nov,2194
451211,2017,Nov,683
452,2017,Nov,63143
4521,2017,Nov,14737
452111,2017,Nov,5113
452112,2017,Nov,9624
4529,2017,Nov,48406
45291,2017,Nov,41392
45299,2017,Nov,7014
453,2017,Nov,10936
4532,2017,Nov,2360
45321,2017,Nov,951
45322,2017,Nov,1409
45330,2017,Nov,1628
454,2017,Nov,63108
4541,2017,Nov,55955
45431,2017,Nov,2793
722,2017,Nov,55933
7224,2017,Nov,2227
7225,2017,Nov,48101
722511,2017,Nov,23429
441,2016,Nov,89469
"4411,4412",2016,Nov,82178
4411,2016,Nov,77907
44111,2016,Nov,70087
44112,2016,Nov,7820
4413,2016,Nov,7291
"442,443",2016,Nov,19746
442,2016,Nov,9950
4421,2016,Nov,5145
4422,2016,Nov,4805
44221,2016,Nov,1680
442299,2016,Nov,2965
443,2016,Nov,9796
443141,2016,Nov,1613
443142,2016,Nov,8183
444,2016,Nov,28553
4441,2016,Nov,25577
44412,2016,Nov,884
44413,2016,Nov,1855
445,2016,Nov,58850
4451,2016,Nov,52337
44511,2016,Nov,50168
4453,2016,Nov,4668
446,2016,Nov,26488
44611,2016,Nov,21873
447,2016,Nov,34151
448,2016,Nov,23644
4481,2016,Nov,17665
44811,2016,Nov,730
44812,2016,Nov,3718
44814,2016,Nov,9746
44819,2016,Nov,1679
4482,2016,Nov,3027
44831,2016,Nov,2716
451,2016,Nov,7609
45111,2016,Nov,3809
45112,2016,Nov,2225
451211,2016,Nov,715
452,2016,Nov,60949
4521,2016,Nov,14721
452111,2016,Nov,5395
452112,2016,Nov,9326
4529,2016,Nov,46228
45291,2016,Nov,39730
45299,2016,Nov,6498
453,2016,Nov,10171
4532,2016,Nov,2355
45321,2016,Nov,983
45322,2016,Nov,1372
45330,2016,Nov,1559
454,2016,Nov,54828
4541,2016,Nov,48705
45431,2016,Nov,2134
722,2016,Nov,53307
7224,2016,Nov,2079
7225,2016,Nov,46046
722511,2016,Nov,22328
441,2015,Nov,84094
"4411,4412",2015,Nov,76888
4411,2015,Nov,73135
44111,2015,Nov,65942
44112,2015,Nov,7193
4413,2015,Nov,7206
"442,443",2015,Nov,19817
442,2015,Nov,9488
4421,2015,Nov,4963
4422,2015,Nov,4525
44221,2015,Nov,1543
442299,2015,Nov,2847
443,2015,Nov,10329
443141,2015,Nov,1535
443142,2015,Nov,8794
444,2015,Nov,26731
4441,2015,Nov,23678
44412,2015,Nov,781
44413,2015,Nov,1827
445,2015,Nov,57008
4451,2015,Nov,50972
44511,2015,Nov,48985
4453,2015,Nov,4266
446,2015,Nov,25953
44611,2015,Nov,21642
447,2015,Nov,33023
448,2015,Nov,23090
4481,2015,Nov,17420
44811,2015,Nov,752
44812,2015,Nov,3719
44814,2015,Nov,9853
44819,2015,Nov,1404
4482,2015,Nov,2871
44831,2015,Nov,2584
451,2015,Nov,7653
45111,2015,Nov,3828
45112,2015,Nov,2162
451211,2015,Nov,726
452,2015,Nov,61667
4521,2015,Nov,16313
452111,2015,Nov,6146
452112,2015,Nov,10167
4529,2015,Nov,45354
45291,2015,Nov,39212
45299,2015,Nov,6142
453,2015,Nov,9733
4532,2015,Nov,2435
45321,2015,Nov,1073
45322,2015,Nov,1362
45330,2015,Nov,1401
454,2015,Nov,47721
4541,2015,Nov,41774
45431,2015,Nov,2145
722,2015,Nov,50283
7224,2015,Nov,1851
7225,2015,Nov,43697
722511,2015,Nov,21733
441,2014,Nov,78968
"4411,4412",2014,Nov,71921
4411,2014,Nov,68604
44111,2014,Nov,61782
44112,2014,Nov,6822
4413,2014,Nov,7047
"442,443",2014,Nov,19915
442,2014,Nov,8950
4421,2014,Nov,4741
4422,2014,Nov,4209
44221,2014,Nov,1429
442299,2014,Nov,2656
443,2014,Nov,10965
443141,2014,Nov,1593
443142,2014,Nov,9372
444,2014,Nov,25257
4441,2014,Nov,22034
44412,2014,Nov,731
44413,2014,Nov,1879
445,2014,Nov,56852
4451,2014,Nov,50946
44511,2014,Nov,48890
4453,2014,Nov,4103
446,2014,Nov,24286
44611,2014,Nov,20211
447,2014,Nov,40213
448,2014,Nov,23491
4481,2014,Nov,17856
44811,2014,Nov,803
44812,2014,Nov,3859
44814,2014,Nov,9906
44819,2014,Nov,1468
4482,2014,Nov,2838
44831,2014,Nov,2591
451,2014,Nov,7646
45111,2014,Nov,3865
45112,2014,Nov,2137
451211,2014,Nov,728
452,2014,Nov,61913
4521,2014,Nov,16793
452111,2014,Nov,6394
452112,2014,Nov,10399
4529,2014,Nov,45120
45291,2014,Nov,39236
45299,2014,Nov,5884
453,2014,Nov,9611
4532,2014,Nov,2508
45321,2014,Nov,1163
45322,2014,Nov,1345
45330,2014,Nov,1356
454,2014,Nov,43399
4541,2014,Nov,36542
45431,2014,Nov,3166
722,2014,Nov,47614
7224,2014,Nov,1776
7225,2014,Nov,41230
722511,2014,Nov,20801
441,2018,Dec,101962
"4411,4412",2018,Dec,94861
4411,2018,Dec,90543
44111,2018,Dec,82315
44112,2018,Dec,8228
4413,2018,Dec,7101
"442,443",2018,Dec,22898
442,2018,Dec,10937
4421,2018,Dec,5444
4422,2018,Dec,5493
442299,2018,Dec,3849
443,2018,Dec,11961
443141,2018,Dec,1418
443142,2018,Dec,10543
444,2018,Dec,28181
4441,2018,Dec,24892
44412,2018,Dec,806
44413,2018,Dec,2183
445,2018,Dec,68541
4451,2018,Dec,59536
44511,2018,Dec,57402
4453,2018,Dec,6446
446,2018,Dec,31436
44611,2018,Dec,25273
447,2018,Dec,37834
448,2018,Dec,34706
4481,2018,Dec,23750
44811,2018,Dec,1023
44812,2018,Dec,4472
44814,2018,Dec,13628
44819,2018,Dec,2219
4482,2018,Dec,4415
44831,2018,Dec,6095
451,2018,Dec,9111
45111,2018,Dec,4798
45112,2018,Dec,1896
451211,2018,Dec,1270
452,2018,Dec,77853
4521,2018,Dec,19398
452111,2018,Dec,6953
452112,2018,Dec,12445
4529,2018,Dec,58455
45291,2018,Dec,49492
45299,2018,Dec,8963
453,2018,Dec,11860
4532,2018,Dec,3144
45321,2018,Dec,1033
45322,2018,Dec,2111
45330,2018,Dec,1584
454,2018,Dec,75878
4541,2018,Dec,67709
45431,2018,Dec,3698
722,2018,Dec,63237
7225,2018,Dec,55280
722511,2018,Dec,28466
441,2017,Dec,99403
"4411,4412",2017,Dec,92217
4411,2017,Dec,87768
44111,2017,Dec,79660
44112,2017,Dec,8108
4413,2017,Dec,7186
"442,443",2017,Dec,23630
442,2017,Dec,11257
4421,2017,Dec,5344
4422,2017,Dec,5913
442299,2017,Dec,4023
443,2017,Dec,12373
443141,2017,Dec,1421
443142,2017,Dec,10952
444,2017,Dec,27837
4441,2017,Dec,24487
44412,2017,Dec,806
44413,2017,Dec,2167
445,2017,Dec,67898
4451,2017,Dec,58990
44511,2017,Dec,56704
4453,2017,Dec,6282
446,2017,Dec,31307
44611,2017,Dec,25347
447,2017,Dec,38362
448,2017,Dec,33720
4481,2017,Dec,23365
44811,2017,Dec,948
44812,2017,Dec,4574
44814,2017,Dec,13583
44819,2017,Dec,1820
4482,2017,Dec,4047
44831,2017,Dec,5888
451,2017,Dec,10864
45111,2017,Dec,5400
45112,2017,Dec,3182
451211,2017,Dec,1151
452,2017,Dec,78077
4521,2017,Dec,20280
452111,2017,Dec,8282
452112,2017,Dec,11998
4529,2017,Dec,57797
45291,2017,Dec,49210
45299,2017,Dec,8587
453,2017,Dec,11875
4532,2017,Dec,3236
45321,2017,Dec,1054
45322,2017,Dec,2182
45330,2017,Dec,1639
454,2017,Dec,75998
4541,2017,Dec,67925
45431,2017,Dec,3837
722,2017,Dec,61408
7224,2017,Dec,2397
7225,2017,Dec,53567
722511,2017,Dec,27455
441,2016,Dec,99994
"4411,4412",2016,Dec,92508
4411,2016,Dec,88256
44111,2016,Dec,79853
44112,2016,Dec,8403
4413,2016,Dec,7486
"442,443",2016,Dec,23092
442,2016,Dec,10870
4421,2016,Dec,5159
4422,2016,Dec,5711
44221,2016,Dec,1647
442299,2016,Dec,3910
443,2016,Dec,12222
443141,2016,Dec,1598
443142,2016,Dec,10624
444,2016,Dec,26901
4441,2016,Dec,23649
44412,2016,Dec,784
44413,2016,Dec,2028
445,2016,Dec,64672
4451,2016,Dec,55955
44511,2016,Dec,53765
4453,2016,Dec,6048
446,2016,Dec,30440
44611,2016,Dec,24519
447,2016,Dec,35375
448,2016,Dec,34482
4481,2016,Dec,23743
44811,2016,Dec,995
44812,2016,Dec,4702
44814,2016,Dec,13382
44819,2016,Dec,2217
4482,2016,Dec,4235
44831,2016,Dec,6072
451,2016,Dec,11436
45111,2016,Dec,5746
45112,2016,Dec,3421
451211,2016,Dec,1239
452,2016,Dec,75885
4521,2016,Dec,21181
452111,2016,Dec,8832
452112,2016,Dec,12349
4529,2016,Dec,54704
45291,2016,Dec,46649
45299,2016,Dec,8055
453,2016,Dec,11578
4532,2016,Dec,3375
45321,2016,Dec,1143
45322,2016,Dec,2232
45330,2016,Dec,1523
454,2016,Dec,68923
4541,2016,Dec,61669
45431,2016,Dec,3153
722,2016,Dec,57495
7224,2016,Dec,2214
7225,2016,Dec,50034
722511,2016,Dec,25368
441,2015,Dec,93138
"4411,4412",2015,Dec,86011
4411,2015,Dec,81557
44111,2015,Dec,74458
44112,2015,Dec,7099
4413,2015,Dec,7127
"442,443",2015,Dec,23841
442,2015,Dec,10925
4421,2015,Dec,5188
4422,2015,Dec,5737
44221,2015,Dec,1629
442299,2015,Dec,3970
443,2015,Dec,12916
443141,2015,Dec,1591
443142,2015,Dec,11325
444,2015,Dec,26876
4441,2015,Dec,23557
44412,2015,Dec,747
44413,2015,Dec,1888
445,2015,Dec,62107
4451,2015,Dec,53712
44511,2015,Dec,51751
4453,2015,Dec,5816
446,2015,Dec,30763
44611,2015,Dec,25212
447,2015,Dec,32600
448,2015,Dec,33345
4481,2015,Dec,22791
44811,2015,Dec,1054
44812,2015,Dec,4910
44814,2015,Dec,12634
44819,2015,Dec,1924
4482,2015,Dec,4047
44831,2015,Dec,6054
451,2015,Dec,12138
45111,2015,Dec,6134
45112,2015,Dec,3563
451211,2015,Dec,1321
452,2015,Dec,76264
4521,2015,Dec,22980
452111,2015,Dec,9425
452112,2015,Dec,13555
4529,2015,Dec,53284
45291,2015,Dec,45465
45299,2015,Dec,7819
453,2015,Dec,11222
4532,2015,Dec,3512
45321,2015,Dec,1285
45322,2015,Dec,2227
45330,2015,Dec,1432
454,2015,Dec,62668
4541,2015,Dec,55972
45431,2015,Dec,2538
722,2015,Dec,54663
7224,2015,Dec,1970
7225,2015,Dec,48011
722511,2015,Dec,24583
441,2014,Dec,86548
"4411,4412",2014,Dec,79897
4411,2014,Dec,76259
44111,2014,Dec,69256
44112,2014,Dec,7003
4413,2014,Dec,6651
"442,443",2014,Dec,24130
442,2014,Dec,10231
4421,2014,Dec,4836
4422,2014,Dec,5395
44221,2014,Dec,1431
442299,2014,Dec,3853
443,2014,Dec,13899
443141,2014,Dec,1623
443142,2014,Dec,12276
444,2014,Dec,24493
4441,2014,Dec,21129
44412,2014,Dec,706
44413,2014,Dec,1889
445,2014,Dec,61138
4451,2014,Dec,52883
44511,2014,Dec,50905
4453,2014,Dec,5572
446,2014,Dec,29170
44611,2014,Dec,24046
447,2014,Dec,36996
448,2014,Dec,32638
4481,2014,Dec,22731
44811,2014,Dec,1070
44812,2014,Dec,4952
44814,2014,Dec,12344
44819,2014,Dec,1967
4482,2014,Dec,3732
44831,2014,Dec,5766
451,2014,Dec,11642
45111,2014,Dec,5785
45112,2014,Dec,3501
451211,2014,Dec,1332
452,2014,Dec,75394
4521,2014,Dec,23834
452111,2014,Dec,9816
452112,2014,Dec,14018
4529,2014,Dec,51560
45291,2014,Dec,44232
45299,2014,Dec,7328
453,2014,Dec,11186
4532,2014,Dec,3469
45321,2014,Dec,1389
45322,2014,Dec,2080
45330,2014,Dec,1343
454,2014,Dec,58263
4541,2014,Dec,50628
45431,2014,Dec,3860
722,2014,Dec,50732
7224,2014,Dec,1830
7225,2014,Dec,44545
722511,2014,Dec,22985
